POP_0~19,POP_20~34,POP_35~64,POP_65,POPDensity,HHD_Ratio,TAX,NUM_FB,APT_Ratio,Year,Jongno,Jung,Yongsan,Seongdong,Gwangjin,Dongdaemun,Jungnang,Seongbuk,Gangbuk,Dobong,Nowon,Eunpyeong,Seodaemun,Mapo,Yangcheon,Gangseo,Guro,Geumcheon,Yeongdeungpo,Dongjak,Gwanak,Seocho,Gangnam,Songpa,Gangdong,MWSPP
80069.00000 ,160243.00000 ,235111.00000 ,59705.00000 ,18097.00000 ,0.48597 ,234108.00000 ,5748.00000 ,0.45506 ,2013.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.90128 
83698.00000 ,162485.00000 ,237717.00000 ,56620.00000 ,18280.00000 ,0.47861 ,231896.00000 ,5723.00000 ,0.45647 ,2012.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.86472 
87106.00000 ,164977.00000 ,241245.00000 ,53022.00000 ,18478.00000 ,0.47259 ,240410.00000 ,6172.00000 ,0.45924 ,2011.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.08738 
90858.00000 ,168078.00000 ,240137.00000 ,50663.00000 ,18592.00000 ,0.47042 ,195342.00000 ,6387.00000 ,0.46047 ,2010.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.17645 
73245.00000 ,80406.00000 ,192766.00000 ,65661.00000 ,8774.00000 ,0.35289 ,2226834.00000 ,8719.00000 ,0.70528 ,2023.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.15739 
74185.00000 ,79784.00000 ,192135.00000 ,62347.00000 ,8696.00000 ,0.35057 ,2411660.00000 ,8661.00000 ,0.69862 ,2022.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.16271 
76726.00000 ,82043.00000 ,196720.00000 ,60678.00000 ,8858.00000 ,0.34854 ,2450410.00000 ,8778.00000 ,0.70502 ,2021.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.22124 
79717.00000 ,85954.00000 ,203185.00000 ,60169.00000 ,9132.00000 ,0.34363 ,2078390.00000 ,9088.00000 ,0.70771 ,2020.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.23136 
82568.00000 ,88661.00000 ,206742.00000 ,57136.00000 ,9261.00000 ,0.33650 ,1844281.00000 ,9094.00000 ,0.69895 ,2019.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.36122 
84993.00000 ,89812.00000 ,208607.00000 ,54751.00000 ,9326.00000 ,0.33087 ,1725084.00000 ,9105.00000 ,0.70660 ,2018.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.14587 
88018.00000 ,92956.00000 ,211222.00000 ,53205.00000 ,9480.00000 ,0.32244 ,1538138.00000 ,9488.00000 ,0.70605 ,2017.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.10732 
91171.00000 ,96362.00000 ,212960.00000 ,50984.00000 ,9610.00000 ,0.31585 ,1454796.00000 ,9477.00000 ,0.71375 ,2016.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.15651 
93165.00000 ,98816.00000 ,209997.00000 ,49280.00000 ,9601.00000 ,0.31426 ,1279094.00000 ,9271.00000 ,0.71836 ,2015.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.06346 
95353.00000 ,102200.00000 ,209266.00000 ,47469.00000 ,9665.00000 ,0.31109 ,1130329.00000 ,8878.00000 ,0.73547 ,2014.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.10865 
94307.00000 ,36822.00000 ,204254.00000 ,44674.00000 ,9501.00000 ,0.31417 ,1010192.00000 ,8560.00000 ,0.73511 ,2013.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.07542 
93184.00000 ,34291.00000 ,201458.00000 ,41763.00000 ,9361.00000 ,0.31525 ,1019866.00000 ,8340.00000 ,0.73184 ,2012.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.18243 
93955.00000 ,31981.00000 ,200905.00000 ,39035.00000 ,9340.00000 ,0.32008 ,993364.00000 ,8146.00000 ,0.73484 ,2011.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.26285 
95168.00000 ,30306.00000 ,199950.00000 ,37131.00000 ,9362.00000 ,0.33251 ,814702.00000 ,7885.00000 ,0.73676 ,2010.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,0.00000 ,1.30340 
95144.00000 ,111236.00000 ,257296.00000 ,86606.00000 ,13932.00000 ,0.40214 ,3993983.00000 ,15234.00000 ,0.74767 ,2023.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.75754 
92738.00000 ,109161.00000 ,250489.00000 ,81715.00000 ,13522.00000 ,0.40467 ,4511943.00000 ,17800.00000 ,0.73728 ,2022.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.76434 
94169.00000 ,111416.00000 ,253989.00000 ,78226.00000 ,13616.00000 ,0.40600 ,4320422.00000 ,17699.00000 ,0.73168 ,2021.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.55555 
96168.00000 ,115569.00000 ,257222.00000 ,75096.00000 ,13773.00000 ,0.40451 ,3547200.00000 ,17370.00000 ,0.72533 ,2020.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.56634 
99452.00000 ,118714.00000 ,261018.00000 ,71025.00000 ,13929.00000 ,0.39492 ,3175085.00000 ,17178.00000 ,0.71967 ,2019.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.60449 
100540.00000 ,119421.00000 ,260407.00000 ,67085.00000 ,13859.00000 ,0.38721 ,2969910.00000 ,15761.00000 ,0.72576 ,2018.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.53935 
104695.00000 ,125198.00000 ,266099.00000 ,65060.00000 ,14203.00000 ,0.37917 ,2555198.00000 ,16311.00000 ,0.73410 ,2017.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.55198 
108924.00000 ,131353.00000 ,269932.00000 ,61931.00000 ,14484.00000 ,0.37378 ,2466342.00000 ,16312.00000 ,0.74332 ,2016.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.54533 
113244.00000 ,137662.00000 ,270524.00000 ,60330.00000 ,14728.00000 ,0.37226 ,2749629.00000 ,15934.00000 ,0.75360 ,2015.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.61313 
115069.00000 ,142523.00000 ,268410.00000 ,57444.00000 ,14770.00000 ,0.36984 ,1931018.00000 ,15584.00000 ,0.77819 ,2014.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.67494 
71996.00000 ,141964.00000 ,259765.00000 ,53461.00000 ,14409.00000 ,0.36766 ,1823389.00000 ,15011.00000 ,0.77184 ,2013.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,1.63307 
73667.00000 ,143883.00000 ,259150.00000 ,50348.00000 ,14431.00000 ,0.36872 ,2035150.00000 ,14674.00000 ,0.77673 ,2012.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,2.02788 
75868.00000 ,146643.00000 ,259094.00000 ,47187.00000 ,14501.00000 ,0.37520 ,1859662.00000 ,14352.00000 ,0.78311 ,2011.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,2.37150 
77551.00000 ,150139.00000 ,259621.00000 ,44229.00000 ,14604.00000 ,0.38291 ,1558274.00000 ,13725.00000 ,0.78324 ,2010.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,0.00000 ,2.38147 
101213.00000 ,141457.00000 ,308461.00000 ,108894.00000 ,19483.00000 ,0.37727 ,1469404.00000 ,10795.00000 ,0.61266 ,2023.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.14244 
104900.00000 ,143279.00000 ,312762.00000 ,103573.00000 ,19616.00000 ,0.36929 ,1685867.00000 ,10795.00000 ,0.61342 ,2022.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.15756 
106443.00000 ,145054.00000 ,314777.00000 ,97691.00000 ,19599.00000 ,0.36568 ,1829924.00000 ,10783.00000 ,0.60950 ,2021.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.14649 
110315.00000 ,149470.00000 ,320658.00000 ,93483.00000 ,19896.00000 ,0.35674 ,1518756.00000 ,10530.00000 ,0.60138 ,2020.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.10976 
115876.00000 ,152738.00000 ,326793.00000 ,87334.00000 ,20156.00000 ,0.34343 ,1420827.00000 ,10223.00000 ,0.60280 ,2019.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.32666 
117681.00000 ,150777.00000 ,323685.00000 ,81364.00000 ,19883.00000 ,0.33498 ,1196484.00000 ,9605.00000 ,0.59691 ,2018.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.29542 
121403.00000 ,150993.00000 ,322195.00000 ,76582.00000 ,19813.00000 ,0.32206 ,1189823.00000 ,9374.00000 ,0.59599 ,2017.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.19572 
123371.00000 ,151252.00000 ,319259.00000 ,71064.00000 ,19629.00000 ,0.31448 ,1099973.00000 ,9188.00000 ,0.59382 ,2016.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.13657 
128144.00000 ,154283.00000 ,316761.00000 ,68292.00000 ,19704.00000 ,0.30899 ,868421.00000 ,8777.00000 ,0.59715 ,2015.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.18376 
132981.00000 ,158570.00000 ,315218.00000 ,65025.00000 ,19831.00000 ,0.30856 ,801574.00000 ,8532.00000 ,0.61600 ,2014.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.29343 
137193.00000 ,162738.00000 ,259765.00000 ,53461.00000 ,19925.00000 ,0.30757 ,701075.00000 ,8307.00000 ,0.62170 ,2013.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.15717 
141479.00000 ,165607.00000 ,259150.00000 ,50348.00000 ,20078.00000 ,0.30566 ,655174.00000 ,8134.00000 ,0.62178 ,2012.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.17445 
146761.00000 ,170033.00000 ,259094.00000 ,47187.00000 ,20382.00000 ,0.31642 ,663802.00000 ,8430.00000 ,0.62948 ,2011.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.46092 
150809.00000 ,171956.00000 ,259621.00000 ,44229.00000 ,20460.00000 ,0.32669 ,542669.00000 ,8495.00000 ,0.63134 ,2010.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.00000 ,1.25089 
70107.00000 ,93128.00000 ,217099.00000 ,82984.00000 ,18841.00000 ,0.37933 ,650804.00000 ,5991.00000 ,0.64751 ,2023.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.62877 
71968.00000 ,94164.00000 ,219565.00000 ,78340.00000 ,18871.00000 ,0.37305 ,682013.00000 ,5731.00000 ,0.64536 ,2022.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.64883 
73485.00000 ,96156.00000 ,222761.00000 ,74070.00000 ,18970.00000 ,0.36859 ,789339.00000 ,6219.00000 ,0.64637 ,2021.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.66093 
74041.00000 ,96498.00000 ,223440.00000 ,70019.00000 ,18869.00000 ,0.35665 ,853834.00000 ,5610.00000 ,0.63215 ,2020.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.78330 
70970.00000 ,91463.00000 ,214505.00000 ,63452.00000 ,17909.00000 ,0.35301 ,632440.00000 ,5963.00000 ,0.59753 ,2019.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.76968 
71340.00000 ,90016.00000 ,211794.00000 ,58770.00000 ,17564.00000 ,0.34733 ,487153.00000 ,5629.00000 ,0.61501 ,2018.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.67529 
75427.00000 ,93472.00000 ,215299.00000 ,56161.00000 ,17909.00000 ,0.33589 ,543794.00000 ,5566.00000 ,0.62232 ,2017.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,0.00000 ,1.00000 ,0.63276 
